Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2024/04/10 05:00:00+00,2024-04-2879,Expired,Commercial,"Remove manual price number and reface with LED pricer cabinet on existing monument sign. (Sign A)
No modifications to existing cabinet or monument sign.",Sign,"2215 N O'CONNOR RD, IRVING TX 75062","$1,500.00",$50.00,2.33,,4424
2024/04/10 05:00:00+00,2024-04-2966,Project Finaled / Closed,Commercial,Layover roof with TPO,Roof,"2126 VANCO DR, IRVING TX 75061","$81,000.00",$150.00,13500,2024/05/02 05:00:00+00,4425
2024/04/10 05:00:00+00,2024-03-1863,Permit Issued,Commercial,"Dental office finish out/remodel
 ***NEEDS ALL MEP'S AND HAS MED GAS***W/CO
(WILL NEED TWO PLUMBING CONTRACTORS 1 REGULAR AND 1 MED GAS)",Alteration/Renovation,"4500 N MACARTHUR BLVD, 100, IRVING TX 75038","$86,450.00","$1,710.24",3563,,4426
2024/04/10 05:00:00+00,2024-04-2777,Project Finaled / Closed,Commercial,"SET MODULAR BUILDING, TIE IN ELECTRICAL AND PLUMBING
(W/ELEC AND PLBG)",Accessory Structure,"118 N BRIERY RD, MODULAR OFC #2, IRVING TX 75061","$10,000.00",$0.00,240,2024/09/13 05:00:00+00,4427
2024/04/10 05:00:00+00,2024-04-2970,Project Finaled / Closed,Commercial,"CLEAN AND SHOW no work done. Need it for utilities to be turn on this is a new purchase., CLEAN AND SHOW",Electrical Standalone,"426 W PIONEER DR, IRVING TX 75061",$0.00,$65.00,1220,2024/04/11 05:00:00+00,4428
2024/04/10 05:00:00+00,2024-04-2820,Project Finaled / Closed,Commercial,Replace irrigation backflow device,Plumbing Standalone,"8400 N BELT LINE RD, IRVING TX 75063",$500.00,$65.00,10,2024/05/08 05:00:00+00,4429
2024/04/10 05:00:00+00,2024-01-832,Project Finaled / Closed,Commercial,"Remove dividing wall that separates existing staff break room and unit 3911 to increase the size of the existing breakroom, We will be updating one bathroom in unit 3911-3915 Portland along with installing new cabinetry and flooring. (With MEP, NO CO)",Alteration/Renovation,"3915 Portland St, Irving TX 75038","$60,000.00","$1,200.00",1500,2024/06/26 05:00:00+00,4430
2024/04/10 05:00:00+00,2023-10-9470,Permit Issued,Commercial,Shell Warehouse Building Construction - Bldg 2,Shell Building,"7810 Jetstar Dr, Irving TX 75014","$7,000,000.00","$31,356.00",104520,,4431
2024/04/10 05:00:00+00,2024-04-2881,Expired,Commercial,"Remove manual price number and reface with LED pricer cabinet.
No modifications to existing cabinet or monument sign.",Sign,"7575 N Belt Line Rd, Irving TX 75063","$1,500.00",$50.00,5.5,,4432
2024/04/11 05:00:00+00,2024-03-1804,Project Finaled / Closed,Commercial,"BUILD MOCK KITCHEN, BATH, LIVING ROOM, ROOF, AND STAIR WAY INSIDE WAREHOUSE FOR TRAINING ADJUSTERS.
****ONLY FOR TRAINING PURPOSES*****",Alteration/Renovation,"8304 ESTERS BLVD, 890, IRVING TX 75063","$85,000.00",$130.00,0,2024/05/21 05:00:00+00,4433
2024/04/11 05:00:00+00,2024-04-3019,Withdrawn,Commercial,Location and repair of water leak in the parking lot of the business.,Plumbing Standalone,"8604 N MACARTHUR BLVD, IRVING TX 75063",$500.00,$65.00,0,,4434
2024/04/11 05:00:00+00,2024-04-2935,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTER SIGN,Sign,"2234 W WALNUT HILL LN, IRVING TX 75038","$3,900.00",$100.00,42,,4435
2024/04/11 05:00:00+00,2024-03-2472,Expired,Commercial,"wall sign canopy - 002 - illuminated 36 sq. ft.
wall sign canopy - 003 - illuminated 54 sq. ft.",Sign,"120 OHIO ST, IRVING TX 75060","$2,000.00",$250.00,36,,4436
2024/04/11 05:00:00+00,2023-06-5484,Expired,Commercial,"Demising wall , Demo old Fitting rooms and back of house.  (Includes MEP's and CO)",Alteration/Renovation,"3751 IRVING MALL, 101, IRVING TX 75062","$39,000.00","$2,166.44",4253,,4437
2024/04/12 05:00:00+00,2023-06-4844,Permit Issued,Commercial,"pergola, light poles, gas installation for fireplace and grills
(W/ELEC AND PLBG)",Accessory Structure,"5421 Tomlinson Dr, Irving TX 75039","$4,500.00",$195.00,782,,4438
2024/04/12 05:00:00+00,2024-04-2963,Expired,Commercial,"Onsite Utilities Permit,   LF Private Water: 400 LF Private Sewer: 100 LF Private Storm 1200 LF",Plumbing Standalone,"7815 JETSTAR DR, IRVING TX 75063","$500,000.00",$395.00,250000,,4439
2024/04/12 05:00:00+00,2024-03-2185,Project Finaled / Closed,Commercial,"Demolition and haul off of old fence.Installation of new cedar wood fence at 6'HNo Gates., 
HEIGHT: 6 FT, LF: 239, MATERIAL: CEDAR",Fence,"1425 N O'CONNOR RD, IRVING TX 75061","$11,850.00",$150.00,0,2024/04/15 05:00:00+00,4440
2024/04/12 05:00:00+00,2024-04-3058,Project Finaled / Closed,Commercial,Replacement of (17) rooftop air conditioners,Mechanical Standalone,"3232 W ROYAL LN, IRVING TX 75063","$213,374.00",$65.00,60915,2024/07/17 05:00:00+00,4441
2024/04/12 05:00:00+00,2024-04-3064,Project Finaled / Closed,Commercial,Clean and show temporary power,Electrical Standalone,"3649 CONFLANS RD, 102, IRVING TX 75061",$0.00,$65.00,3750,2024/04/18 05:00:00+00,4442
2024/04/12 05:00:00+00,2024-04-3063,Project Finaled / Closed,Commercial,Changing out 2 like for likes,Mechanical Standalone,"1520 W WALNUT HILL LN, IRVING TX 75038","$18,685.00",$65.00,2500,2024/06/05 05:00:00+00,4443
2024/04/15 05:00:00+00,2023-10-9002,Permit Issued,Commercial,"The proposed building is a data center with office space, storage, critical power support spaces and a screened equipment yard. The rooftop will contain screened equipment that supports critical spaces within the building.
(W/MEP'S & C/O)",New Construction,"6300 Longhorn Dr, Irving TX 75063","$180,000,000.00","$158,640.00",264400,,4444
2024/04/15 05:00:00+00,2024-04-3059,Expired,Commercial,Porte Coche Wall Sign for Las Colinas Pharmacy,Sign,"4255 N MACARTHUR BLVD, IRVING TX 75038","$24,000.00",$200.00,102.7,,4445
2024/04/15 05:00:00+00,2024-04-3094,Expired,Commercial,Replacing 9 rooftop units.,Mechanical Standalone,"6401 COMMERCE DR, IRVING TX 75063","$84,000.00",$65.00,10000,,4446
2024/04/15 05:00:00+00,2024-04-3098,Project Finaled / Closed,Commercial,Install gas pipe for 6 hanging units.,Plumbing Standalone,"2926 S SKYWAY CIR, IRVING TX 75038","$5,000.00",$65.00,20000,2024/06/12 05:00:00+00,4447
2024/04/15 05:00:00+00,2024-04-2795,Project Finaled / Closed,Commercial,MANUFACTURE AND INSTALL NEW ILLUMINATED AWNING TO INSTALL ONTO THE BUILDING ON THE EAST ELEVATION OVER THE ATM,Alteration/Renovation,"6911 N MACARTHUR BLVD, IRVING TX 75039","$8,300.00","$1,200.00",19,2024/06/07 05:00:00+00,4448
2024/04/16 05:00:00+00,2023-07-6301,Expired,Commercial,Blue Sky Energy,Sign,"851 LAKE CAROLYN PKWY, 120, IRVING TX 75039","$2,000.00",$100.00,39,,4449
2024/04/16 05:00:00+00,2023-06-5398,Project Finaled / Closed,Commercial,"1st Floor Remodel of existing single tenant office building: new finishes, plumbing, electrical, mechanical, and general construction.
(W/MEP'S, NO C/O)",Alteration/Renovation,"6400 LAS COLINAS BLVD, 1ST FLR - AREA B, IRVING TX 75039","$7,600,000.00","$25,114.08",52321,2024/10/07 05:00:00+00,4450
2024/04/16 05:00:00+00,2024-03-2089,Project Finaled / Closed,Commercial,"Downsize existing space into 2 suites with MECH and ELEC, NO CO",Alteration/Renovation,"901 W WALNUT HILL LN, 120A, IRVING TX 75038","$130,000.00","$1,391.04",2898,2024/06/04 05:00:00+00,4451
2024/03/12 05:00:00+00,2024-03-1896,Project Finaled / Closed,Commercial,"Cutting and removing concrete, the installing rebar per the pit detail attached.  Pour new concrete for 2 mechanical dock levelers that need to be installed.",Alteration/Renovation,"4600 W Royal LN, 100, Irving TX 75063","$9,000.00",$65.00,50,2024/08/20 05:00:00+00,4452
2024/03/05 06:00:00+00,2024-03-1882,Expired,Commercial,"CAFE CREAMSHOP - SIGNAGE -5443 N MacArthur Blvd,  Irving TX 75038.  WALL SIGN",Sign,"5443 N MACARTHUR BLVD,  IRVING TX 75038","$2,000.00",$100.00,17,,4453
2024/02/13 06:00:00+00,2024-02-1169,Project Finaled / Closed,Commercial,WALL SIGN:  1 set of led channel letters to be install direct to the wall,Sign,"1540 E IRVING BLVD, IRVING TX 75060","$3,500.00",$150.00,68,2024/07/17 05:00:00+00,4454
2024/03/27 05:00:00+00,2024-01-134,Permit Issued,Commercial,"Demo work, Finish Out: new finishes, electrical, plumbing, hood relocation, new kitchen equipment
(W/MEP'S AND C/O)",Alteration/Renovation,"370 W Las Colinas Blvd, 100, Irving TX 75039","$250,000.00",$0.00,3809,,4455
2024/02/21 06:00:00+00,2024-02-1394,Permit Issued,Commercial,"Sign D face lit channel letters 225 SQ. FT.
Sign i face lit channel letters 42.6 sq.",Sign,"4921 Regent Blvd, irving TX 75060","$3,000.00",$300.00,225,,4456
2024/02/27 06:00:00+00,2024-02-1627,Project Finaled / Closed,Commercial,"BUILDING # 2706
We are repairing the exterior staircases of the property. Some of them are missing the underneath support braces, others are missing some balusters, others we need to replace the steps and others we need to repair the stringers. Please, see details of the scope of work in the uploaded document.",Alteration/Renovation,"2706 Rock Island Rd, IRVING TX 75060","$54,148.50",$65.00,600,2024/03/05 06:00:00+00,4457
2024/03/05 06:00:00+00,2024-03-1926,Expired,Commercial,Installing 2 Helical Piers under the right stone column of an entry way gate for cars.,Foundation Repair,"8600 North Glen Dr, Irving TX 75063","$9,100.00",$125.00,20,,4458
2024/02/13 06:00:00+00,2024-02-1277,Application Received,Commercial,"Disconnect/Reconnect for the Installation of tap box for connections of a PORTABLE generator and a manual transfer switch. There will not be a permanent generator installed on site, they just want the ability to bring in a portable unit during a long term loss of power.",Electrical Standalone,"408 E AIRPORT FWY, IRVING TX 75061","$7,000.00",$65.00,0,,4459
2024/02/21 06:00:00+00,2024-02-1493,Project Finaled / Closed,Commercial,My tenant move out and Now I want to show this suite to potential tenants.*** NO WORK BEING DONE***,Electrical Standalone,"3341 REGENT BLVD, 150, IRVING TX 75063",$0.00,$65.00,2500,2024/02/23 06:00:00+00,4460
2024/03/28 05:00:00+00,2023-12-11234,Permit Issued,Commercial,"NEW SHELL BUILDING FOR MEDICAL OFFICES, INCLUDES MEP'S AND LETTER OF COMPLIANCE (New construction of medical office with 3 suites and one to be finished out. Construction activities includes clearing, grading, laying down utilities on site and building construction activities. This project will need 2 water meter. 1- 2"" water meter for 2"" domestic line. 1-1"" water meter for irrigation line.)",Shell Building,"8500 OLYMPUS BLVD, Irving TX 75063","$1,500,000.00","$2,230.80",7436,,4461
2024/03/12 05:00:00+00,2024-03-2105,Expired,Commercial,"Installing new lighting for monuments, only installing landscape lights, not a sign.",Electrical Standalone,"6201 VERBENA LN, IRVING TX 75039","$10,000.00",$65.00,0,,4462
2024/02/27 06:00:00+00,2024-02-1629,Project Finaled / Closed,Commercial,"BUILDING # 2710
We are repairing the exterior staircases of the property. Some of them are missing the underneath support braces, others are missing some balusters, others we need to replace the steps and others we need to repair the stringers. Please, see details of the scope of work in the uploaded document.",Alteration/Renovation,"2710 Rock Island Rd, Irving TX 75060","$54,148.50",$65.00,600,2024/04/16 05:00:00+00,4463
2024/03/06 06:00:00+00,2024-03-1880,Withdrawn,Commercial,Grease Trap,Plumbing Standalone,"103 E SIXTH ST, IRVING TX 75060","$2,500.00",$65.00,1000,,4464
2024/02/13 06:00:00+00,2023-12-10582,Project Finaled / Closed,Commercial,New construction of a dumpster enclosure.,Fence,"7480 N STATE HIGHWAY 161, Irving TX 75039","$20,000.00",$150.00,455,2024/09/13 05:00:00+00,4465
2024/02/13 06:00:00+00,2023-12-10579,Project Finaled / Closed,Commercial,New construction of two (2) retaining walls. One on the north side of the property and one on the south.,Retaining Wall,"7480 N STATE HIGHWAY 161, Irving TX 75039","$40,000.00",$303.18,0,2024/09/25 05:00:00+00,4466
2024/02/13 06:00:00+00,2023-12-10581,Project Finaled / Closed,Commercial,Ground up construction of a convenience store with fuel sales and restaurant concept.,New Construction,"7480 N STATE HIGHWAY 161, Irving TX 75039","$1,000,000.00","$3,151.60",4761,2024/10/10 05:00:00+00,4467
2024/02/13 06:00:00+00,2023-12-10600,Project Finaled / Closed,Commercial,New construction of a fuel canopy.,Accessory Structure,"7480 N STATE HIGHWAY 161, Irving TX 75039","$150,000.00","$2,750.40",4480,2024/09/13 05:00:00+00,4468
2024/02/13 06:00:00+00,2024-02-1262,Project Finaled / Closed,Commercial,SPEEDY B - ILLUMINATED Channel Letters,Sign,"7902 ESTERS BLVD, IRVING TX 75063","$3,000.00",$100.00,32,2024/07/03 05:00:00+00,4469
2024/02/14 06:00:00+00,2024-02-1089,Expired,Commercial,Install new washer boxes and water lines,Plumbing Standalone,"4113 ESTERS RD, 616,617,618, IRVING TX 75038","$3,000.00",$65.00,500,,4470
2024/02/14 06:00:00+00,2024-02-1296,Project Finaled / Closed,Commercial,Conduit repair to small cell node,Electrical Standalone,"3373 N MACARTHUR BLVD, CELL, Irving TX 75062","$1,000.00",$65.00,0,2024/02/15 06:00:00+00,4471
2024/02/14 06:00:00+00,2024-01-718,Expired,Commercial,"NEW ALL METAL CANOPY AT BACK BUILDING ENTRANCE, INCLUDES ELECTRICAL WORK.",Addition,"105 DECKER DR, IRVING TX 75062","$75,000.00",$130.00,500,,4472
2024/02/14 06:00:00+00,2024-02-1315,Project Finaled / Closed,Commercial,Replace the current Double Check with an RP assembly,Plumbing Standalone,"2730 CARL RD, IRVING TX 75062","$1,000.00",$65.00,1,2024/02/21 06:00:00+00,4473
2024/02/14 06:00:00+00,2024-02-1319,Project Finaled / Closed,Commercial,New Sprinkler System Installation- COMMERCIAL PROPERTY,Irrigation Permit,"4500 N MACARTHUR BLVD, IRVING TX 75038","$30,000.00",$160.00,37890,2024/03/20 05:00:00+00,4474
2024/02/14 06:00:00+00,2024-02-1322,Project Finaled / Closed,Commercial,Exterior - Replace 300 feet of sewer line,Plumbing Standalone,"8800 STERLING ST,  IRVING TX 75063","$15,000.00",$65.00,0,2024/02/27 06:00:00+00,4475
2024/02/14 06:00:00+00,2023-10-8702,Permit Issued,Commercial,"Create common conference room and IT closet
(W/ELEC & C/O)",Alteration/Renovation,"6001 W CAMPUS CIRCLE DR, 110, IRVING TX 75063","$20,000.00","$1,200.00",927,,4476
2024/02/14 06:00:00+00,2024-02-1325,Project Finaled / Closed,Commercial,REMOVE HAND SINK AND PERMANENT CAP DRAIN LINE,Plumbing Standalone,"1001 MACARTHUR PARK DR, IRVING TX 75063",$200.00,$65.00,0,2024/02/15 06:00:00+00,4477
2024/02/14 06:00:00+00,2023-11-10090,Permit Issued,Commercial,Build 520 SF pumphouse for splash pad equipment. (with ELEC & PLBG) (no CO),Accessory Structure,"2800 CHEYENNE ST, IRVING TX 75062","$731,000.00",$0.00,520,,4478
2024/02/14 06:00:00+00,2023-09-7961,Project Finaled / Closed,Commercial,"NEW WOOD STORAGE SHED AT BACK OF PROPERTY & OUT OF THE EXISTING PARKING AREA (12' X 32' X 11.5' HIGH, PREASSEMBLE BUILDING).  **INCLUDES ELECTRICAL WORK ONLY**",Accessory Structure,"612 E SECOND ST, IRVING TX 75060","$18,699.00",$130.00,384,2024/05/24 05:00:00+00,4479
2024/02/15 06:00:00+00,2024-02-1326,Project Finaled / Closed,Commercial,Install electrical service for a Charter power supply cabinet (on SH 161 in front of Life Time Fitness),Electrical Standalone,"7320 N State Highway 161, A, Irving TX 75063",$750.00,$65.00,0,2024/02/29 06:00:00+00,4480
2024/02/15 06:00:00+00,2022-11-8928,Permit Issued,Commercial,"New bleachers and concession stand. (With Plumbing, Electrical, and CO).
***For the On-Site Utility Permit, see Permit 2024-06-4860***",Accessory Structure,"8401 E VALLEY RANCH PKWY, IRVING TX 75063","$1,885,135.00",$0.00,0,,4481
2024/02/15 06:00:00+00,2024-02-1336,Project Finaled / Closed,Commercial,No work need meter release per Oncor to get meter set.,Electrical Standalone,"4533 W Pioneer Dr, Irving TX 75061",$550.00,$65.00,0,2024/03/19 05:00:00+00,4482
2024/02/15 06:00:00+00,2024-02-1338,Project Finaled / Closed,Commercial,Install electrical service for a Charter Power Supply Cabinet.,Electrical Standalone,"2907 S Skyway Cir, Irving TX 75038",$750.00,$65.00,0,2024/02/21 06:00:00+00,4483
2024/02/15 06:00:00+00,2024-02-1339,Project Finaled / Closed,Commercial,Move primary metered pole,Electrical Standalone,"108 Valley View Ln, Irving TX 75061","$8,914.00",$65.00,20,2024/03/12 05:00:00+00,4484
2024/02/15 06:00:00+00,2024-02-1342,Project Finaled / Closed,Commercial,New dishwasher drain tie in.,Plumbing Standalone,"10045 N MACARTHUR BLVD, 109, IRVING TX 75063","$1,500.00",$65.00,2000,2024/02/21 06:00:00+00,4485
2024/02/15 06:00:00+00,2024-01-112,Expired,Commercial,"This would be for the service in the Indigo Hotel at the following address 455 E John Carpenter Fwy Irving, TX 75039: Service installation with the electrical feeders. (Single trade electrical permit request)",Electrical Standalone,"455 E JOHN W. CARPENTER FWY, IRVING TX 75039","$5,000.00",$65.00,0,,4486
2024/02/15 06:00:00+00,2024-01-855,Expired,Commercial,"ADDING A CONCRETE RAMP TO AN EXISTING BACK DOCK DOOR, 35' X 10'",Flatwork,"3070 W STORY RD,  IRVING TX 75038","$8,500.00",$65.00,350,,4487
2024/02/15 06:00:00+00,2023-12-10758,Expired,Commercial,"Demolish & haul away noted building & foundations, noted paving down to base, leaving drive approaches, noted curb and gutter as noted on plans, noted sidewalk down to dirt, existing signs as noted on plans, existing light poles and bases.
(W/PLBG)",Demolition,"4000 HORIZON WAY, IRVING TX 75063","$796,200.00",$130.00,782000,,4488
2024/02/15 06:00:00+00,2024-02-1299,Project Finaled / Closed,Commercial,Install new electrical service for landscape lights and gate motors.  100 Amp 120/240 single phase service.  Stand alone.,Electrical Standalone,"7000 LAS COLINAS BLVD, Irving TX 75063","$8,575.00",$65.00,0,2024/07/29 05:00:00+00,4489
2024/02/15 06:00:00+00,2024-02-1227,Project Finaled / Closed,Commercial,gas test,Plumbing Standalone,"2200 REGENCY DR, IRVING TX 75062",$500.00,$65.00,100,2024/02/16 06:00:00+00,4490
2024/02/15 06:00:00+00,2024-02-1302,Permit Issued,Commercial,Install new electrical service for landscape lights and gate motors.  100 Amp 120/240 single phase service.  Stand alone.,Electrical Standalone,"300 Avadene Dr, Irving TX 75060","$8,525.00",$65.00,0,,4491
